Iteration_Number Randon_Choice Neighbour_Count
5444 5 7
5445 2 4
5446 0 4
5447 3 4
5448 4 6
5449 1 6
5450 1 6
5451 1 6
5452 4 6
5453 0 6
5454 2 6
5455 0 6
5456 2 6
5457 5 6
5458 2 6
5459 3 6
5460 4 6
5461 4 6
5462 3 6
5463 4 6
5464 4 6
5465 5 6
5466 1 4
5467 3 4
5468 3 6
5469 0 6
5470 3 6
5471 0 6
5472 0 6
5473 4 6
5474 5 6
5475 0 6
5476 1 6
5477 2 6
5478 1 6
5479 2 6
5480 5 6
5481 3 6
5482 4 6
5483 2 6
5484 4 6
5485 0 6
5486 0 6
5487 5 6
5488 2 6
5489 3 6
5490 1 6
5491 5 6
5492 2 6
5493 0 6
5494 3 6
5495 0 6
5496 1 6
5497 2 6
5498 3 6
5499 4 6
5500 2 6
5501 5 6
5502 1 6
5503 1 6
5504 4 6
5505 3 6
5506 0 6
5507 5 6
5508 2 6
5509 1 6
5510 2 6
5511 5 6
5512 1 4
5513 1 4
5514 0 4
5515 2 4
5516 1 4
5517 1 4
5518 0 4
5519 0 4
5520 1 4
5521 3 4
5522 1 6
5523 5 6
5524 4 6
5525 2 6
5526 5 6
5527 1 4
5528 3 4
5529 3 6
5530 3 6
5531 3 6
5532 0 6
5533 2 6
5534 4 6
5535 0 6
5536 5 6
5537 3 6
5538 2 6
5539 1 6
5540 3 6
5541 4 6
5542 4 6
5543 5 6
5544 3 6
5545 4 6
5546 0 6
5547 2 6
5548 5 6
5549 4 6
5550 1 6
5551 4 6
5552 4 6
5553 4 6
5554 5 6
5555 2 4
5556 2 4
5557 0 4
5558 0 4
5559 0 4
5560 0 4
5561 2 4
5562 2 4
5563 3 4
5564 1 6
5565 1 6
5566 4 6
5567 2 6
5568 1 6
5569 0 6
5570 5 6
5571 2 6
5572 5 6
5573 1 6
5574 3 6
5575 3 4
5576 5 6
5577 4 6
5578 4 6
5579 1 6
5580 1 6
5581 3 6
5582 0 6
5583 3 6
5584 0 6
5585 3 6
5586 2 6
5587 1 6
5588 4 6
5589 0 6
5590 1 6
5591 3 6
5592 4 6
5593 5 6
5594 3 4
5595 1 6
5596 5 6
5597 1 4
5598 2 4
5599 1 4
5600 1 4
5601 2 4
5602 3 4
5603 2 6
5604 2 6
5605 5 6
5606 3 4
5607 1 6
5608 5 6
5609 2 6
5610 0 6
5611 4 6
5612 3 4
5613 0 6
5614 4 6
5615 1 6
5616 1 6
5617 3 6
5618 2 6
5619 2 6
5620 1 6
5621 3 6
5622 1 6
5623 4 6
5624 0 6
5625 0 7
5626 1 6
5627 1 6
5628 4 6
5629 1 6
5630 5 6
5631 2 4
5632 0 4
5633 3 5
5634 4 6
5635 4 5
5636 1 7
5637 3 7
5638 0 7
5639 3 6
5640 5 6
5641 5 6
5642 1 6
5643 5 6
5644 4 6
5645 5 6
5646 4 6
5647 5 6
5648 2 4
5649 2 4
5650 3 4
5651 1 6
5652 4 6
5653 2 6
5654 4 6
5655 0 6
5656 1 6
5657 1 6
5658 4 6
5659 3 6
5660 2 6
5661 1 6
5662 4 6
5663 4 6
5664 0 6
5665 6 7
5666 3 7
5667 3 7
5668 1 7
5669 6 7
5670 6 7
5671 0 7
5672 4 6
5673 2 6
5674 1 6
5675 0 6
5676 2 6
5677 1 6
5678 4 6
5679 4 6
5680 3 6
5681 3 6
5682 0 6
5683 4 6
5684 3 6
5685 5 6
5686 1 4
5687 1 4
5688 0 4
5689 3 4
5690 1 6
5691 1 6
5692 3 6
5693 5 6
5694 3 6
5695 0 6
5696 5 6
5697 1 6
5698 4 6
5699 3 6
5700 0 6
5701 2 7
5702 2 7
5703 6 7
5704 0 7
5705 2 6
5706 1 6
5707 4 6
5708 5 6
5709 1 6
5710 5 6
5711 1 6
5712 1 6
5713 5 6
5714 3 6
5715 1 6
5716 2 6
5717 2 6
5718 1 6
5719 5 6
5720 4 6
5721 2 6
5722 1 6
5723 5 6
5724 2 6
5725 3 6
5726 1 6
5727 5 6
5728 2 6
5729 0 6
5730 0 6
5731 2 6
5732 3 6
5733 5 6
5734 0 6
5735 2 7
5736 1 7
5737 0 7
5738 1 6
5739 5 6
5740 2 6
5741 0 6
5742 2 6
5743 4 6
5744 3 6
5745 3 6
5746 5 6
5747 2 6
5748 0 6
5749 3 6
5750 5 6
5751 0 4
5752 2 4
5753 2 4
5754 2 4
5755 1 4
5756 2 4
5757 1 4
5758 1 4
5759 1 4
5760 1 4
5761 0 4
5762 4 5
5763 3 7
5764 3 7
5765 0 7
5766 2 6
5767 5 6
5768 1 4
5769 2 4
5770 1 4
5771 2 4
5772 1 4
5773 1 4
5774 1 4
5775 3 4
5776 4 6
5777 2 6
5778 0 6
5779 0 6
5780 3 6
5781 5 6
5782 3 6
5783 3 6
5784 4 6
5785 2 6
5786 0 6
5787 0 7
5788 1 6
5789 3 6
5790 3 6
5791 0 6
5792 1 7
5793 1 7
5794 2 7
5795 1 7
5796 1 7
5797 3 7
5798 0 7
5799 2 6
5800 5 6
5801 0 4
5802 3 4
5803 0 6
5804 5 6
5805 3 6
5806 5 6
5807 2 6
5808 1 6
5809 1 6
5810 3 6
5811 2 6
5812 0 6
5813 3 7
5814 0 7
5815 0 6
5816 0 7
5817 3 6
5818 5 6
5819 4 6
5820 3 6
5821 3 6
5822 2 6
5823 3 6
5824 4 6
5825 1 6
5826 1 6
5827 5 6
5828 5 6
5829 1 6
5830 3 6
5831 1 4
5832 0 4
5833 0 4
5834 3 4
5835 2 6
5836 3 6
5837 5 6
5838 1 6
5839 0 6
5840 2 6
5841 0 6
5842 4 6
5843 2 6
5844 3 6
5845 5 6
5846 3 6
5847 3 6
5848 1 6
5849 1 6
5850 1 6
5851 5 6
5852 0 4
5853 0 4
5854 2 4
5855 1 4
5856 1 4
5857 3 4
5858 5 6
5859 3 6
5860 4 6
5861 3 6
5862 4 6
5863 4 6
5864 4 6
5865 4 6
5866 0 6
5867 4 6
5868 4 6
5869 0 6
5870 3 6
5871 1 6
5872 0 6
5873 2 6
5874 2 6
5875 1 6
5876 5 6
5877 1 6
5878 2 6
5879 5 6
5880 1 4
5881 2 4
5882 3 4
5883 1 6
5884 3 6
5885 2 6
5886 1 6
5887 4 6
5888 5 6
5889 0 4
5890 2 4
5891 0 4
5892 1 4
5893 0 4
5894 1 5
5895 2 5
5896 3 5
5897 2 5
5898 1 5
5899 0 5
5900 1 4
5901 3 4
5902 2 6
5903 2 6
5904 5 6
5905 4 6
5906 0 6
5907 4 6
5908 4 6
5909 1 6
5910 2 6
5911 0 6
5912 6 7
5913 2 7
5914 4 7
5915 1 7
5916 3 7
5917 2 7
5918 3 7
5919 0 7
5920 0 6
5921 0 6
5922 6 7
5923 2 7
5924 6 7
5925 0 6
5926 1 5
5927 5 6
5928 4 7
5929 1 7
5930 4 7
5931 5 7
5932 2 7
5933 1 7
5934 4 7
5935 3 7
5936 6 7
5937 2 5
5938 1 5
5939 2 5
5940 3 5
5941 3 5
5942 3 5
5943 4 5
5944 5 7
5945 5 7
5946 5 7
5947 2 7
5948 3 7
5949 4 7
5950 6 7
5951 0 7
5952 2 6
5953 1 6
5954 3 6
5955 4 6
5956 4 6
5957 3 4
5958 0 6
5959 5 6
5960 2 6
5961 3 6
5962 3 6
5963 0 6
5964 2 6
5965 1 6
5966 1 6
5967 3 6
5968 1 6
5969 0 6
5970 1 6
5971 4 6
5972 0 6
5973 3 6
5974 5 6
5975 3 6
5976 2 6
5977 1 6
5978 3 6
5979 0 6
5980 5 6
5981 0 6
5982 4 6
5983 5 6
5984 2 4
5985 0 4
5986 1 4
5987 0 4
5988 3 4
5989 0 6
5990 0 6
5991 4 6
5992 3 6
5993 5 6
5994 1 4
5995 0 4
5996 1 4
5997 2 4
5998 0 4
5999 0 4
6000 3 4
6001 5 6
6002 3 6
6003 0 6
6004 1 6
6005 3 6
6006 0 6
6007 4 6
6008 5 6
6009 3 4
6010 3 6
6011 3 6
6012 3 6
6013 2 6
6014 1 6
6015 2 6
6016 3 6
6017 0 6
6018 4 6
6019 2 6
6020 4 6
6021 3 6
6022 3 6
6023 2 4
6024 3 4
6025 4 6
6026 0 6
6027 1 6
6028 0 6
6029 4 6
6030 5 6
6031 2 4
6032 2 4
6033 2 4
6034 3 6
6035 2 4
6036 2 4
6037 1 4
6038 3 4
6039 1 6
6040 1 6
6041 2 6
6042 3 6
6043 1 6
6044 3 6
6045 0 6
6046 0 6
6047 2 6
6048 3 6
6049 5 6
6050 0 6
6051 2 6
6052 2 6
6053 0 6
6054 5 6
6055 3 6
6056 3 4
6057 5 6
6058 4 6
6059 4 6
6060 2 4
6061 3 4
6062 4 6
6063 5 6
6064 4 6
6065 5 6
6066 2 6
6067 1 6
6068 0 6
6069 1 7
6070 4 7
6071 5 7
6072 6 7
6073 4 5
6074 4 7
6075 5 7
6076 6 7
6077 4 5
6078 3 7
6079 4 7
6080 2 7
6081 6 7
6082 5 7
6083 0 7
6084 3 6
6085 1 6
6086 5 6
6087 1 4
6088 0 4
6089 1 4
6090 2 4
6091 1 4
6092 0 4
6093 0 4
6094 1 4
6095 2 4
6096 0 4
6097 3 5
6098 1 5
6099 1 5
6100 4 5
6101 5 7
6102 5 7
6103 5 7
6104 6 7
6105 6 7
6106 1 7
6107 2 7
6108 6 7
6109 3 7
6110 0 7
6111 0 6
6112 0 7
6113 0 6
6114 3 6
6115 0 6
6116 3 6
6117 3 6
6118 2 6
6119 0 6
6120 6 7
6121 2 7
6122 3 7
6123 2 7
6124 0 7
6125 1 6
6126 0 6
6127 2 7
6128 1 7
6129 0 7
6130 4 6
6131 5 6
6132 0 6
6133 5 6
6134 2 6
6135 2 6
6136 4 6
6137 4 6
6138 3 6
6139 5 6
6140 3 6
6141 2 4
6142 2 6
6143 0 4
6144 2 4
6145 3 4
6146 0 7
6147 2 6
6148 1 6
6149 5 6
6150 2 6
6151 4 6
6152 1 6
6153 5 6
6154 2 6
6155 1 6
6156 0 6
6157 1 6
6158 2 6
6159 4 6
6160 1 4
6161 1 4
6162 2 4
6163 1 4
6164 1 4
6165 3 4
6166 5 6
6167 1 6
6168 1 6
6169 1 6
6170 3 6
6171 4 6
6172 1 4
6173 3 4
6174 5 6
6175 4 6
6176 4 6
6177 1 6
6178 1 6
6179 2 6
6180 2 6
6181 4 6
6182 2 6
6183 3 6
6184 5 6
6185 5 6
6186 3 6
6187 0 6
6188 2 6
6189 5 6
6190 3 6
6191 0 6
6192 5 6
6193 5 6
6194 5 6
6195 3 4
6196 2 6
6197 3 6
6198 2 6
6199 2 6
6200 2 6
6201 3 6
6202 1 6
6203 3 6
6204 5 6
6205 2 6
6206 5 6
6207 3 6
6208 4 6
6209 2 6
6210 3 6
6211 2 6
6212 4 6
6213 4 6
6214 1 6
6215 5 6
6216 3 6
6217 0 6
6218 4 6
6219 0 6
6220 0 6
6221 4 6
6222 1 6
6223 0 6
6224 5 6
6225 5 6
6226 5 6
6227 1 6
6228 5 6
6229 0 4
6230 1 4
6231 1 4
6232 1 4
6233 3 4
6234 3 6
6235 1 6
6236 5 6
6237 1 6
6238 3 6
6239 3 6
6240 0 6
6241 4 6
6242 3 6
6243 0 6
6244 5 7
6245 3 7
6246 6 7
6247 5 7
6248 3 7
6249 2 7
6250 5 7
6251 3 4
6252 4 7
6253 2 4
6254 1 4
6255 0 4
6256 2 4
6257 0 4
6258 3 4
6259 3 6
6260 3 4
6261 5 6
6262 0 6
6263 5 6
6264 1 6
6265 3 6
6266 0 6
6267 0 6
6268 2 6
6269 4 6
6270 2 6
6271 4 6
6272 5 6
6273 4 6
6274 1 6
6275 0 6
6276 0 6
6277 4 6
6278 0 4
6279 0 4
6280 0 4
6281 1 4
6282 3 4
6283 2 6
6284 3 6
6285 4 6
6286 3 6
6287 5 6
6288 2 4
6289 3 4
6290 2 6
6291 2 6
6292 3 6
6293 0 6
6294 5 6
6295 5 6
6296 0 6
6297 5 6
6298 5 6
6299 0 6
6300 0 6
6301 5 6
6302 4 6
6303 0 6
6304 2 6
6305 4 6
6306 5 6
6307 2 4
6308 2 4
6309 3 4
6310 2 6
6311 5 6
6312 1 6
6313 0 6
6314 1 6
6315 5 6
6316 5 6
6317 1 4
6318 0 4
6319 2 4
6320 1 6
6321 4 6
6322 3 4
6323 4 6
6324 1 6
6325 1 6
6326 0 6
6327 0 6
6328 4 6
6329 0 6
6330 0 6
6331 3 6
6332 2 6
6333 0 6
6334 0 6
6335 0 6
6336 2 6
6337 1 6
6338 1 6
6339 3 6
6340 3 4
6341 4 6
6342 1 6
6343 0 6
6344 4 6
6345 5 6
6346 1 4
6347 1 4
6348 2 4
6349 0 4
6350 2 4
6351 4 6
6352 2 4
6353 2 4
6354 3 4
6355 3 6
6356 4 6
6357 5 6
6358 3 6
6359 0 6
6360 5 6
6361 0 6
6362 4 6
6363 3 6
6364 4 6
6365 5 6
6366 3 4
6367 3 6
6368 0 6
6369 0 6
6370 1 6
6371 5 6
6372 3 6
6373 0 6
6374 6 7
6375 3 7
6376 2 7
6377 0 7
6378 5 6
6379 5 6
6380 1 6
6381 3 6
6382 0 6
6383 1 6
6384 3 6
6385 2 6
6386 0 6
6387 2 6
6388 3 6
6389 2 6
6390 0 6
6391 5 6
6392 1 4
6393 2 4
6394 0 4
6395 2 5
6396 1 5
6397 4 5
6398 3 7
6399 1 7
6400 3 7
6401 5 7
6402 0 7
6403 4 6
6404 0 6
6405 1 6
6406 4 6
6407 5 6
6408 4 6
6409 2 6
6410 5 6
6411 3 4
6412 5 6
6413 4 6
6414 4 6
6415 4 6
6416 0 6
6417 2 6
6418 5 6
6419 0 6
6420 6 7
6421 2 7
6422 6 7
6423 0 7
6424 5 6
6425 2 4
6426 2 4
6427 3 4
6428 5 6
6429 4 6
6430 2 4
6431 1 6
6432 4 6
6433 1 4
6434 0 4
6435 3 4
6436 5 6
6437 1 6
6438 0 6
6439 1 6
6440 5 6
6441 0 6
6442 4 6
6443 3 6
6444 0 6
6445 3 7
6446 2 7
6447 2 7
6448 2 7
6449 4 7
6450 2 7
6451 2 7
6452 0 7
6453 4 6
6454 2 6
6455 4 6
6456 1 4
6457 2 4
6458 0 4
6459 2 4
6460 0 4
6461 2 4
6462 0 4
6463 3 4
6464 3 4
6465 2 7
6466 4 6
6467 1 4
6468 1 4
6469 3 4
6470 3 6
6471 3 6
6472 5 6
6473 1 6
6474 0 6
6475 3 6
6476 2 6
6477 0 6
6478 1 7
6479 2 7
6480 1 7
6481 2 7
6482 5 7
6483 3 7
6484 3 7
6485 6 7
6486 2 5
6487 4 5
6488 1 7
6489 5 7
6490 0 7
6491 1 6
6492 4 6
6493 1 6
6494 0 6
6495 4 6
6496 3 6
6497 0 6
6498 4 6
6499 1 4
6500 1 4
6501 0 4
6502 0 4
6503 3 4
6504 3 6
6505 2 6
6506 1 6
6507 3 6
6508 5 6
6509 3 6
6510 2 4
6511 0 6
6512 3 6
6513 0 4
6514 3 4
6515 4 6
6516 0 6
6517 3 6
6518 5 6
6519 1 6
6520 3 6
6521 4 6
6522 1 6
6523 0 6
6524 5 6
6525 1 6
6526 1 6
6527 0 6
6528 3 6
6529 5 6
6530 4 6
6531 1 6
6532 3 6
6533 5 6
6534 1 4
6535 3 4
6536 2 6
6537 1 6
6538 5 6
6539 4 6
6540 3 6
6541 1 6
6542 0 6
6543 1 6
6544 5 6
6545 3 6
6546 0 6
6547 4 6
6548 0 6
6549 5 6
6550 0 6
6551 2 7
6552 5 7
6553 3 7
6554 1 7
6555 3 7
6556 6 7
6557 0 5
6558 3 4
6559 3 6
6560 1 6
6561 0 6
6562 5 6
6563 1 4
6564 3 4
6565 1 6
6566 5 6
6567 2 6
6568 0 6
6569 0 6
6570 3 6
6571 0 6
6572 2 7
6573 3 7
6574 0 7
6575 2 6
6576 1 6
6577 3 6
6578 5 6
6579 5 6
6580 1 6
6581 5 6
6582 3 6
6583 3 6
6584 2 6
6585 0 6
6586 1 6
6587 0 6
6588 4 6
6589 1 4
6590 1 4
6591 2 4
6592 4 6
6593 3 4
6594 4 6
6595 1 6
6596 1 6
6597 4 6
6598 3 4
6599 0 6
6600 2 7
6601 6 7
6602 5 7
6603 0 7
6604 4 6
6605 1 6
6606 4 6
6607 4 6
6608 5 6
6609 1 6
6610 0 6
6611 4 6
6612 1 4
6613 0 4
6614 0 4
6615 1 4
6616 3 4
6617 3 6
6618 3 6
6619 3 6
6620 3 6
6621 2 6
6622 0 6
6623 6 7
6624 2 7
6625 5 7
6626 1 7
6627 3 7
6628 6 7
6629 0 6
6630 5 6
6631 4 7
6632 4 8
6633 5 7
6634 6 7
6635 0 7
6636 5 7
6637 0 6
6638 2 6
6639 3 6
6640 5 7
6641 6 7
6642 6 8
6643 6 8
6644 0 7
6645 2 6
6646 0 6
6647 1 6
6648 2 6
6649 0 6
6650 5 6
6651 2 7
6652 5 7
6653 1 7
6654 4 8
6655 0 7
6656 6 7
6657 4 6
6658 1 5
6659 4 5
6660 5 7
6661 0 7
6662 0 6
6663 0 7
6664 4 6
6665 0 6
6666 0 7
6667 0 6
6668 1 6
6669 4 6
6670 2 6
6671 5 6
6672 0 6
6673 1 6
6674 1 6
6675 0 6
6676 4 6
6677 5 6
6678 0 6
6679 5 6
6680 1 6
6681 4 6
6682 2 6
6683 5 6
6684 1 4
6685 2 4
6686 0 4
6687 1 4
6688 1 4
6689 2 4
6690 2 4
6691 0 4
6692 1 5
6693 3 5
6694 2 5
6695 1 5
6696 1 5
6697 2 5
6698 4 5
6699 5 7
6700 5 7
6701 3 7
6702 6 7
6703 0 7
6704 0 6
6705 5 6
6706 4 6
6707 0 6
6708 4 6
6709 3 6
6710 3 6
6711 4 6
6712 0 6
6713 3 6
6714 5 6
6715 3 6
6716 0 6
6717 0 6
6718 2 6
6719 4 6
6720 2 6
6721 0 6
6722 3 6
6723 3 6
6724 4 6
6725 2 6
6726 5 6
6727 4 6
6728 4 6
6729 0 6
6730 2 6
6731 0 6
6732 5 6
6733 3 6
6734 2 6
6735 5 6
6736 1 4
6737 2 4
6738 3 4
6739 3 6
6740 4 6
6741 5 6
6742 1 6
6743 2 6
6744 1 6
6745 4 6
6746 2 6
6747 0 6
6748 3 6
6749 3 6
6750 1 6
6751 0 6
6752 0 6
6753 4 6
6754 3 6
6755 3 4
6756 1 6
6757 0 6
6758 3 6
6759 0 6
6760 2 6
6761 2 6
6762 2 6
6763 1 6
6764 3 6
6765 4 6
6766 4 6
6767 3 6
6768 1 4
6769 2 4
6770 4 6
6771 0 4
6772 1 4
6773 2 4
6774 3 4
6775 1 6
6776 3 6
6777 4 6
6778 0 6
6779 4 6
6780 0 6
6781 2 6
6782 2 6
6783 5 6
6784 3 4
6785 4 6
6786 4 6
6787 1 6
6788 5 6
6789 2 6
6790 5 6
6791 5 6
6792 3 6
6793 3 6
6794 1 6
6795 3 6
6796 2 6
6797 0 6
6798 2 6
6799 4 6
6800 3 6
6801 3 6
6802 2 6
6803 5 6
6804 2 4
6805 1 4
6806 2 4
6807 3 4
6808 1 6
6809 5 6
6810 3 6
6811 3 6
6812 2 6
6813 1 6
6814 4 6
6815 5 6
6816 2 4
6817 2 4
6818 1 4
6819 2 4
6820 3 4
6821 5 6
6822 5 6
6823 1 6
6824 5 6
6825 3 4
6826 5 6
6827 2 4
6828 1 4
6829 2 4
6830 1 4
6831 0 4
6832 1 4
6833 2 4
6834 3 4
6835 5 6
6836 3 4
6837 5 6
6838 2 4
6839 3 4
6840 3 6
6841 0 6
6842 2 6
6843 1 6
6844 0 6
6845 1 6
6846 2 6
6847 3 6
6848 4 6
6849 4 6
6850 3 6
6851 2 6
6852 5 6
6853 5 6
6854 0 4
6855 3 4
6856 3 6
6857 3 6
6858 1 6
6859 5 6
6860 0 6
6861 2 6
6862 2 6
6863 5 6
6864 1 6
6865 0 6
6866 5 6
6867 2 6
6868 5 6
6869 2 4
6870 4 6
6871 1 4
6872 1 4
6873 0 4
6874 4 5
6875 2 7
6876 3 7
6877 5 7
6878 1 7
6879 6 7
6880 3 7
6881 2 7
6882 0 7
6883 5 6
6884 3 6
6885 4 6
6886 2 4
6887 1 4
6888 0 4
6889 3 4
6890 4 6
6891 1 6
6892 0 6
6893 1 6
6894 4 6
6895 5 6
6896 1 6
6897 2 6
6898 3 6
6899 1 6
6900 2 6
6901 1 6
6902 4 6
6903 5 6
6904 1 6
6905 1 6
6906 0 6
6907 2 6
6908 1 6
6909 1 6
6910 4 6
6911 5 6
6912 3 6
6913 2 6
6914 0 6
6915 3 6
6916 1 6
6917 5 6
6918 3 6
6919 0 6
6920 3 6
6921 0 6
6922 5 6
6923 2 6
6924 2 6
6925 5 6
6926 3 4
6927 4 6
6928 2 6
6929 0 6
6930 4 6
6931 4 6
6932 3 6
6933 0 6
6934 1 6
6935 5 6
6936 4 6
6937 0 6
6938 0 7
6939 0 6
6940 5 6
6941 0 6
6942 3 6
6943 0 6
6944 0 6
6945 2 6
6946 3 6
6947 3 6
6948 3 6
6949 1 6
6950 0 6
6951 2 6
6952 0 6
6953 1 7
6954 2 7
6955 3 7
6956 4 7
6957 0 4
6958 0 4
6959 2 4
6960 0 4
6961 1 4
6962 1 4
6963 1 4
6964 2 4
6965 0 4
6966 2 4
6967 1 4
6968 3 4
6969 1 7
6970 3 7
6971 6 7
6972 4 7
6973 6 7
6974 3 5
6975 0 5
6976 3 4
6977 0 6
6978 0 6
6979 4 7
6980 2 7
6981 1 7
6982 1 7
6983 3 7
6984 0 7
6985 4 6
6986 3 6
6987 3 6
6988 4 6
6989 0 6
6990 3 6
6991 3 6
6992 4 6
6993 3 6
6994 0 4
6995 2 4
6996 0 4
6997 3 4
6998 5 6
6999 3 6
7000 4 6
7001 4 6
7002 2 4
7003 0 4
7004 1 4
7005 0 4
7006 2 4
7007 1 6
7008 2 6
7009 1 4
7010 0 4
7011 0 4
7012 3 4
7013 5 6
7014 2 4
7015 3 4
7016 4 6
7017 1 6
7018 3 6
7019 3 6
7020 0 6
7021 0 6
7022 2 6
7023 5 6
7024 1 4
7025 2 4
7026 2 4
7027 3 4
7028 1 4
7029 2 4
7030 4 6
7031 1 4
7032 3 4
7033 5 6
7034 0 6
7035 2 7
7036 1 7
7037 6 7
7038 5 7
7039 5 7
7040 3 7
7041 1 7
7042 1 7
7043 4 7
7044 3 7
7045 2 7
7046 0 7
7047 4 6
7048 5 6
7049 3 4
7050 4 6
7051 3 6
7052 2 6
7053 0 6
7054 5 7
7055 2 7
7056 2 7
7057 5 7
7058 4 7
7059 1 7
7060 0 7
7061 2 6
7062 5 6
7063 1 6
7064 0 6
7065 5 7
7066 6 7
7067 3 7
7068 2 7
7069 5 7
7070 4 7
7071 0 4
7072 0 4
7073 2 4
7074 3 4
7075 0 7
7076 1 6
7077 2 6
7078 0 6
7079 1 6
7080 4 6
7081 0 6
7082 4 6
7083 0 6
7084 0 6
7085 5 6
7086 0 6
7087 0 6
7088 0 6
7089 3 6
7090 0 6
7091 4 6
7092 1 6
7093 2 6
7094 3 6
7095 0 6
7096 2 6
7097 4 6
7098 5 6
7099 4 6
7100 4 6
7101 3 6
7102 4 6
7103 1 6
7104 5 6
7105 3 6
7106 0 6
7107 6 7
7108 1 7
7109 1 7
7110 4 7
7111 3 7
7112 5 7
7113 6 7
7114 4 7
7115 2 4
7116 1 4
7117 3 4
7118 5 7
7119 4 7
7120 1 4
7121 3 4
7122 5 7
7123 0 4
7124 0 4
7125 1 4
7126 0 4
7127 0 4
7128 0 4
7129 1 4
7130 0 4
7131 2 4
7132 0 4
7133 0 4
7134 1 4
7135 1 4
7136 0 4
7137 0 4
7138 2 4
7139 3 6
7140 2 4
7141 0 4
7142 2 4
7143 2 4
7144 0 4
7145 3 4
7146 3 6
7147 1 6
7148 2 6
7149 5 6
7150 1 6
7151 0 6
7152 5 6
7153 5 6
7154 1 6
7155 0 6
7156 3 6
7157 4 6
7158 0 6
7159 4 6
7160 1 6
7161 2 6
7162 2 6
7163 3 6
7164 4 6
7165 2 6
7166 5 6
7167 1 4
7168 0 4
7169 3 4
7170 4 6
7171 5 6
7172 2 4
7173 2 4
7174 1 4
7175 1 4
7176 3 4
7177 2 6
7178 3 6
7179 3 6
7180 3 6
7181 5 6
7182 2 4
7183 3 4
7184 3 6
7185 1 6
7186 2 6
7187 3 6
7188 5 6
7189 0 6
7190 1 6
7191 1 6
7192 3 6
7193 0 6
7194 0 7
7195 5 6
7196 3 6
7197 4 6
7198 4 6
7199 3 6
7200 1 6
7201 3 6
7202 0 6
7203 4 6
7204 0 6
7205 3 6
7206 0 6
7207 1 6
7208 3 6
7209 1 6
7210 0 6
7211 5 6
7212 5 6
7213 1 6
7214 0 6
7215 3 6
7216 2 6
7217 0 6
7218 0 6
7219 0 6
7220 3 6
7221 0 6
7222 4 6
7223 3 6
7224 4 6
7225 2 6
7226 1 6
7227 5 6
7228 2 6
7229 5 6
7230 3 6
7231 0 6
7232 0 6
7233 4 6
7234 4 6
7235 5 6
7236 3 4
7237 0 6
7238 3 6
7239 2 6
7240 0 6
7241 1 6
7242 2 6
7243 1 6
7244 2 6
7245 5 6
7246 2 6
7247 3 6
7248 0 6
7249 2 6
7250 5 6
7251 1 4
7252 1 4
7253 0 4
7254 3 4
7255 0 6
7256 5 6
7257 1 6
7258 1 6
7259 4 6
7260 3 4
7261 3 6
7262 2 6
7263 3 6
7264 2 6
7265 0 6
7266 3 6
7267 0 6
7268 4 6
7269 3 6
7270 4 6
7271 2 6
7272 5 6
7273 3 6
7274 1 6
7275 2 6
7276 2 6
7277 0 6
7278 0 7
7279 1 6
7280 1 6
7281 2 6
7282 1 6
7283 3 6
7284 4 6
7285 4 6
7286 3 6
7287 0 6
7288 3 6
7289 5 6
7290 2 6
7291 5 6
7292 2 6
7293 1 6
7294 2 6
7295 2 6
7296 4 6
7297 1 6
7298 5 6
7299 1 6
7300 2 6
7301 1 6
7302 4 6
7303 5 6
7304 4 6
7305 3 6
7306 3 6
7307 1 6
7308 4 6
7309 3 6
7310 0 6
7311 2 6
7312 5 6
7313 2 6
7314 5 6
7315 3 4
7316 5 6
7317 0 6
7318 6 7
7319 3 7
7320 2 7
7321 5 7
7322 2 7
7323 6 7
7324 1 7
7325 3 7
7326 4 7
7327 6 8
7328 7 8
7329 0 7
7330 1 6
7331 3 6
7332 4 6
7333 0 8
7334 6 7
7335 4 8
7336 4 8
7337 2 7
7338 4 7
7339 5 8
7340 0 8
7341 8 9
7342 3 9
7343 2 9
7344 6 9
7345 3 9
7346 2 9
7347 8 9
7348 3 8
7349 7 8
7350 6 9
7351 8 9
7352 4 8
7353 4 7
7354 6 8
7355 4 8
7356 0 7
7357 0 7
7358 2 7
7359 0 7
7360 0 7
7361 3 7
7362 2 7
7363 6 7
7364 0 8
7365 7 8
7366 5 7
7367 2 7
7368 3 8
7369 5 7
7370 2 7
7371 5 7
7372 0 7
7373 4 7
7374 5 8
7375 3 6
7376 2 6
7377 2 7
7378 5 6
7379 5 7
7380 3 7
7381 3 7
7382 4 7
7383 2 9
7384 3 9
7385 6 9
7386 7 9
7387 0 9
7388 5 8
7389 6 8
7390 0 8
7391 8 9
7392 7 9
7393 7 9
7394 5 6
7395 1 9
7396 0 8
7397 6 8
7398 0 8
7399 0 8
7400 0 8
7401 0 9
7402 1 8
7403 5 8
7404 3 7
7405 3 7
7406 3 7
7407 5 7
7408 6 7
7409 2 7
7410 4 7
7411 0 8
7412 0 8
7413 3 8
7414 5 8
7415 4 8
7416 3 8
7417 6 8
7418 5 8
7419 3 8
7420 2 8
7421 5 8
7422 3 6
7423 1 6
7424 6 7
7425 0 7
7426 0 6
7427 1 7
7428 1 7
7429 5 7
7430 5 9
7431 4 7
7432 4 9
7433 5 8
7434 5 8
7435 1 8
7436 3 7
7437 3 7
7438 0 7
7439 4 8
